cx,cy,cz,a,b,theta,R3,R4,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
-0.4,1.5,13.6,7.3,5.9,25.5,-0.2,1.9,-5.412463258,-0.876280064,-1.241040332,-0.021460842,-1.747811133,-0.028192769,-1.516502162,-0.253523453,-2.041958328,-0.349657357,-0.051680469,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.4_cy=1.5_cz=13.6.log
-0.2,1.3,13.6,7.3,5.9,25.5,-0.2,1.9,-5.409478193,-0.955545873,-1.099805402,-0.024856926,-1.641340256,-0.028468874,-1.642575196,-0.260370214,-2.021714228,-0.375148068,-0.055949419,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.2_cy=1.3_cz=13.6.log
-0.1,1.3,13.5,7.3,5.9,25.5,-0.2,1.9,-5.404900507,-0.844066211,-0.95791535,-0.027444777,-1.732477299,-0.029324797,-1.73195521,-0.267523828,-1.989441389,-0.426204165,-0.060139303,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.1_cy=1.3_cz=13.5.log
-0.2,1.3,13.4,7.3,5.9,25.5,-0.2,1.9,-5.402494006,-0.487345601,-0.828733632,-0.028219125,-1.79971374,-0.032122237,-1.791356562,-0.2957486,-2.124513544,-0.435322512,-0.063163902,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.2_cy=1.3_cz=13.4.log
-0.4,1.3,13.4,7.3,5.9,25.5,-0.2,1.9,-5.379465017,-0.374041141,-1.015706511,-0.026179717,-1.759142709,-0.033933231,-1.736071676,-0.31890623,-2.136405486,-0.390135517,-0.061480292,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.4_cy=1.3_cz=13.4.log
-0.4,1.4,13.4,7.3,5.9,25.5,-0.2,1.9,-5.37777074,-0.398325778,-1.130849576,-0.025243472,-1.83450415,-0.032756022,-1.685554611,-0.303440618,-2.064083703,-0.396862424,-0.05976719,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.4_cy=1.4_cz=13.4.log
-0.1,1.3,13.4,7.3,5.9,25.5,-0.2,1.9,-5.342194688,-0.561729382,-0.73513173,-0.029224396,-1.809610828,-0.031173442,-1.805908519,-0.284711327,-2.046977153,-0.460162496,-0.063954564,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.1_cy=1.3_cz=13.4.log
-0.4,1.5,13.4,7.3,5.9,25.5,-0.2,1.9,-5.257536687,-0.395204543,-1.21485936,-0.024349898,-1.885480552,-0.031623994,-1.524525505,-0.288671543,-1.969453313,-0.403322012,-0.058067893,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.4_cy=1.5_cz=13.4.log
-0.1,1.5,13.3,7.3,5.9,25.5,-0.2,1.9,-5.248940427,-0.300453043,-0.622218836,-0.028894325,-1.878687129,-0.030799446,-1.757114596,-0.275785625,-2.08424811,-0.51581322,-0.064009785,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.1_cy=1.5_cz=13.3.log
-0.2,1.4,13.3,7.3,5.9,25.5,-0.2,1.9,-5.243076346,-0.078931973,-0.652316725,-0.028968372,-1.920210721,-0.032891564,-1.814712484,-0.300351386,-2.135688242,-0.477857023,-0.065163776,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.2_cy=1.4_cz=13.3.log
-0.1,1.4,13.3,7.3,5.9,25.5,-0.2,1.9,-5.231785559,-0.212550187,-0.502906594,-0.029973643,-1.912619104,-0.031941514,-1.860436628,-0.289098877,-2.09496849,-0.506498462,-0.066005894,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.1_cy=1.4_cz=13.3.log
-0.2,1.5,13.3,7.3,5.9,25.5,-0.2,1.9,-5.222613245,-0.14369979,-0.779507982,-0.02792043,-1.915382659,-0.031720631,-1.672842514,-0.286248727,-2.101094243,-0.486507248,-0.063226025,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.2_cy=1.5_cz=13.3.log
-0.3,1.4,13.3,7.3,5.9,25.5,-0.2,1.9,-5.18683388,0.042178712,-0.799277057,-0.027944275,-1.916739335,-0.033807729,-1.755855811,-0.311861175,-2.114036637,-0.450928686,-0.064284634,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.3_cy=1.4_cz=13.3.log
-0.2,1.3,13.3,7.3,5.9,25.5,-0.2,1.9,-5.129798241,0.024717619,-0.483082298,-0.030057729,-1.872838735,-0.034107679,-1.84925942,-0.314875733,-2.156640801,-0.468840959,-0.067126627,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.2_cy=1.3_cz=13.3.log
-0.3,1.3,13.3,7.3,5.9,25.5,-0.2,1.9,-5.127174935,0.116463346,-0.627680055,-0.029001002,-1.85676946,-0.035058984,-1.817129653,-0.327464838,-2.166187738,-0.442750976,-0.06618348,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.3_cy=1.3_cz=13.3.log
-0.3,1.5,13.3,7.3,5.9,25.5,-0.2,1.9,-5.109144691,0.00471511,-0.929494795,-0.026927709,-1.936492095,-0.03261295,-1.574521737,-0.296900081,-2.043331947,-0.45883845,-0.062407125,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.3_cy=1.5_cz=13.3.log
-0.1,1.3,13.3,7.3,5.9,25.5,-0.2,1.9,-5.083785443,-0.084137796,-0.341524827,-0.031101906,-1.881051586,-0.033132528,-1.870163033,-0.30279993,-2.095657496,-0.496736916,-0.068035262,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=-0.1_cy=1.3_cz=13.3.log
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
1.8,0.6,13,7.3,5.9,25.5,-0.2,1.9,-4.364470102,-1.698239098,-1.12824541,-0.066341612,-0.983083521,-0.023836595,-0.808427408,-0.191339094,-0.498124968,-1.193365888,-0.12755333,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.6_cz=13.0.log
1.8,0.6,13.1,7.3,5.9,25.5,-0.2,1.9,-4.357289819,-1.705173711,-1.366026519,-0.062867717,-0.956362891,-0.02197038,-0.777009237,-0.183521575,-0.481923915,-1.130493151,-0.116645951,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.6_cz=13.1.log
1.8,0.6,13.2,7.3,5.9,25.5,-0.2,1.9,-4.248762906,-1.666185887,-1.47401848,-0.059565759,-0.918360885,-0.020220882,-0.746177161,-0.175931841,-0.466034734,-1.057726463,-0.10680534,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.6_cz=13.2.log
1.8,0.7,13,7.3,5.9,25.5,-0.2,1.9,-4.379142541,-1.742983071,-0.98331319,-0.063987195,-1.000525789,-0.022784888,-0.860809433,-0.186774586,-0.506054812,-1.226507828,-0.122603531,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.7_cz=13.0.log
1.8,0.7,13.1,7.3,5.9,25.5,-0.2,1.9,-4.392158981,-1.729672329,-1.260968795,-0.060685237,-0.995009976,-0.02100778,-0.827474847,-0.179155987,-0.489695626,-1.163683409,-0.112214476,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.7_cz=13.1.log
1.8,0.7,13.2,7.3,5.9,25.5,-0.2,1.9,-4.297028465,-1.676244873,-1.398950714,-0.057537647,-0.971216052,-0.019347388,-0.794667369,-0.171767057,-0.473614428,-1.089782812,-0.102882147,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.7_cz=13.2.log
1.8,0.8,13,7.3,5.9,25.5,-0.2,1.9,-4.362553687,-1.783687135,-0.804443975,-0.061723139,-0.989191704,-0.021772087,-0.91649216,-0.182207569,-0.513767537,-1.260175622,-0.117747859,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.8_cz=13.0.log
1.8,0.8,13.1,7.3,5.9,25.5,-0.2,1.9,-4.40232025,-1.750288542,-1.127590289,-0.058581824,-1.012696974,-0.02008534,-0.880947484,-0.174786635,-0.497262142,-1.197285315,-0.107890932,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.8_cz=13.1.log
1.8,0.8,13.2,7.3,5.9,25.5,-0.2,1.9,-4.326699648,-1.682631669,-1.300547106,-0.055587346,-1.010955006,-0.018516565,-0.846015257,-0.167594116,-0.481022183,-1.121895009,-0.099061866,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.8_cz=13.2.log
1.8,0.6,12.9,7.3,5.9,25.5,-0.2,1.9,-4.233585321,-1.627314153,-0.720550908,-0.069989955,-0.995144264,-0.025837097,-0.840360137,-0.199398833,-0.514593968,-1.240456748,-0.139537516,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.6_cz=12.9.log
1.8,0.7,12.9,7.3,5.9,25.5,-0.2,1.9,-4.221058967,-1.700268465,-0.524561964,-0.067459835,-0.985146774,-0.024679968,-0.894682423,-0.194627247,-0.522689475,-1.271312042,-0.134030488,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.7_cz=12.9.log
1.8,0.8,12.9,7.3,5.9,25.5,-0.2,1.9,-4.169786379,-1.768876644,-0.287636779,-0.065025096,-0.938642008,-0.023569276,-0.952673132,-0.189849385,-0.530576648,-1.302515604,-0.128633275,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.8_cy=0.8_cz=12.9.log
1.9,0.7,13.1,7.3,5.9,25.5,-0.2,1.9,-4.399694749,-1.76923558,-1.408229077,-0.060857175,-0.961185932,-0.019919677,-0.791364156,-0.170978277,-0.455638149,-1.155149901,-0.112532623,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=1.9_R4=-0.2_cx=1.9_cy=0.7_cz=13.1.log
1.9,0.6,13,7.3,5.9,25.5,-0.2,1.9,-4.430232523,-1.805125387,-1.362735857,-0.066455819,-0.949091305,-0.022643071,-0.773444981,-0.182364446,-0.463530342,-1.166506577,-0.128082949,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.6_cz=13.0.log
1.9,0.6,13.1,7.3,5.9,25.5,-0.2,1.9,-4.37250223,-1.761819666,-1.507133438,-0.06302585,-0.921736889,-0.020853412,-0.744029822,-0.175032619,-0.448789504,-1.122334266,-0.117046303,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.6_cz=13.1.log
1.9,0.6,13.2,7.3,5.9,25.5,-0.2,1.9,-4.228821579,-1.687006669,-1.549042948,-0.059762797,-0.883925646,-0.019171686,-0.715141771,-0.167920421,-0.43440572,-1.062432161,-0.107037518,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.6_cz=13.2.log
1.9,0.7,13,7.3,5.9,25.5,-0.2,1.9,-4.434713572,-1.826745616,-1.226133205,-0.064116462,-0.968608121,-0.021623995,-0.82265808,-0.178123734,-0.470544021,-1.198048367,-0.123054711,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.7_cz=13.0.log
1.9,0.7,13.2,7.3,5.9,25.5,-0.2,1.9,-4.271156542,-1.684905766,-1.478483841,-0.057744725,-0.936504709,-0.018325175,-0.760553415,-0.164051194,-0.441097487,-1.094733866,-0.103015179,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.7_cz=13.2.log
1.9,0.8,13,7.3,5.9,25.5,-0.2,1.9,-4.410062469,-1.843973276,-1.058040846,-0.061872486,-0.960577248,-0.020643824,-0.874657324,-0.173869843,-0.477317992,-1.23086463,-0.118127502,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.8_cz=13.0.log
1.9,0.8,13.1,7.3,5.9,25.5,-0.2,1.9,-4.404305692,-1.77270822,-1.283098562,-0.058763801,-0.980833271,-0.019026103,-0.84148589,-0.16692268,-0.462260262,-1.189052384,-0.108112443,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.8_cz=13.1.log
1.9,0.8,13.2,7.3,5.9,25.5,-0.2,1.9,-4.297101884,-1.679405013,-1.386638967,-0.055800699,-0.976945219,-0.017517569,-0.808800149,-0.16017883,-0.447561467,-1.127708261,-0.099099517,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.8_cz=13.2.log
1.9,0.6,12.9,7.3,5.9,25.5,-0.2,1.9,-4.367623967,-1.803515196,-1.07837217,-0.070058981,-0.962674386,-0.024565761,-0.803380973,-0.189917157,-0.478632625,-1.187555145,-0.140235307,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.6_cz=12.9.log
1.9,0.7,12.9,7.3,5.9,25.5,-0.2,1.9,-4.340832428,-1.845299832,-0.893663346,-0.067550196,-0.956036585,-0.023441264,-0.854403811,-0.185479406,-0.485795024,-1.214749546,-0.134610935,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.7_cz=12.9.log
1.9,0.8,12.9,7.3,5.9,25.5,-0.2,1.9,-4.277872467,-1.882273976,-0.671369184,-0.065130518,-0.914447733,-0.022364456,-0.908370926,-0.181038518,-0.492695124,-1.243029539,-0.12913089,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=1.9_cy=0.8_cz=12.9.log
2,0.6,13,7.3,5.9,25.5,-0.2,1.9,-4.416704662,-1.856198425,-1.531202211,-0.066494724,-0.917698234,-0.021513553,-0.739881981,-0.173779482,-0.431494701,-1.116462027,-0.128473887,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.6_cz=13.0.log
2,0.6,13.1,7.3,5.9,25.5,-0.2,1.9,-4.328599748,-1.776912537,-1.59887038,-0.063112446,-0.888938196,-0.0197879,-0.712348097,-0.166921425,-0.418074772,-1.09627503,-0.117343743,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.6_cz=13.1.log
2,0.6,13.2,7.3,5.9,25.5,-0.2,1.9,-4.166887911,-1.678176348,-1.589057378,-0.059883279,-0.850785588,-0.01817771,-0.68526602,-0.160275467,-0.404961068,-1.053772523,-0.107205691,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.6_cz=13.2.log
2,0.7,13,7.3,5.9,25.5,-0.2,1.9,-4.415760887,-1.859984821,-1.40718992,-0.064181723,-0.940779307,-0.020520832,-0.785801908,-0.169850014,-0.437750976,-1.14555088,-0.123379761,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.7_cz=13.0.log
2,0.7,13.1,7.3,5.9,25.5,-0.2,1.9,-4.352363866,-1.771776995,-1.509701209,-0.060958204,-0.930243414,-0.018883031,-0.756465815,-0.16316766,-0.424214958,-1.128211524,-0.112755389,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.7_cz=13.1.log
2,0.7,13.2,7.3,5.9,25.5,-0.2,1.9,-4.20697074,-1.667706972,-1.525921087,-0.057887798,-0.903821478,-0.017354417,-0.72758404,-0.156689247,-0.410970104,-1.086070463,-0.10310303,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.7_cz=13.2.log
2,0.8,13,7.3,5.9,25.5,-0.2,1.9,-4.388954287,-1.859554349,-1.254431396,-0.061952807,-0.937934177,-0.019567017,-0.834582025,-0.165924939,-0.443763777,-1.176863002,-0.118391684,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.8_cz=13.0.log
2,0.8,13.1,7.3,5.9,25.5,-0.2,1.9,-4.356732904,-1.763119867,-1.39681718,-0.058883028,-0.953311937,-0.018015812,-0.803486394,-0.159422053,-0.43012673,-1.162102084,-0.108264928,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.8_cz=13.1.log
2,0.8,13.2,7.3,5.9,25.5,-0.2,1.9,-4.233483665,-1.654201701,-1.44393314,-0.055958832,-0.945941205,-0.016572539,-0.772791115,-0.153115578,-0.416773944,-1.11979285,-0.099102027,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.8_cz=13.2.log
2,0.6,12.9,7.3,5.9,25.5,-0.2,1.9,-4.398498715,-1.9057303,-1.353091028,-0.070050196,-0.933855362,-0.023357177,-0.767858887,-0.180844617,-0.445198892,-1.104624678,-0.140859052,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.6_cz=12.9.log
2,0.7,12.9,7.3,5.9,25.5,-0.2,1.9,-4.362896935,-1.923094756,-1.18443893,-0.067564002,-0.932486135,-0.022266565,-0.815565962,-0.176733172,-0.451561844,-1.126811549,-0.135082195,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.7_cz=12.9.log
2,0.8,12.9,7.3,5.9,25.5,-0.2,1.9,-4.294733033,-1.93555334,-0.981576242,-0.065170679,-0.898054661,-0.021221133,-0.866086792,-0.172619843,-0.457666261,-1.151121287,-0.129494219,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=-0.2_R4=1.9_cx=2.0_cy=0.8_cz=12.9.log
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-0.1,1.9,13.3,7.3,5.9,25.5,0,0,-3.115437803,-0.359120208,-0.771163354,-0.070106672,-0.731017774,-0.073176451,-0.714964814,-0.202772954,-0.722648046,-0.639331033,-0.190911132,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=1.9_cz=13.3.log
-0.1,1.9,13.4,7.3,5.9,25.5,0,0,-3.183611744,-0.680001211,-0.96386791,-0.066601401,-0.668187708,-0.069584584,-0.655607388,-0.191236183,-0.667743431,-0.592244566,-0.180462463,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=1.9_cz=13.4.log
-0.1,1.9,13.5,7.3,5.9,25.5,0,0,-3.132054895,-0.851637747,-1.047064441,-0.063246733,-0.608338314,-0.066148339,-0.597562713,-0.180298056,-0.616126968,-0.548071627,-0.1705591,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=1.9_cz=13.5.log
-0.1,2,13.3,7.3,5.9,25.5,0,0,-3.121902411,-0.334866946,-0.75583454,-0.066656622,-0.765975102,-0.069607174,-0.742723346,-0.193299435,-0.73118532,-0.647180556,-0.182405234,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=2.0_cz=13.3.log
-0.1,2,13.4,7.3,5.9,25.5,0,0,-3.179007703,-0.644681184,-0.935258474,-0.063364705,-0.702674403,-0.06623619,-0.685537105,-0.182415902,-0.675709043,-0.599442733,-0.172563995,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=2.0_cz=13.4.log
-0.1,2,13.5,7.3,5.9,25.5,0,0,-3.122811673,-0.812994426,-1.013648279,-0.060217115,-0.64101778,-0.063009534,-0.627732139,-0.172105285,-0.623507114,-0.554667384,-0.163222254,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=2.0_cz=13.5.log
-0.1,2.1,13.3,7.3,5.9,25.5,0,0,-3.121508962,-0.31315761,-0.736062955,-0.063399845,-0.797398292,-0.066237446,-0.763829017,-0.184186108,-0.738749325,-0.654262006,-0.17426894,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=2.1_cz=13.3.log
-0.1,2.1,13.4,7.3,5.9,25.5,0,0,-3.171764982,-0.61279238,-0.905248436,-0.060313751,-0.735332533,-0.06307354,-0.711445738,-0.173942007,-0.682799278,-0.605929304,-0.164991204,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=2.1_cz=13.4.log
-0.1,2.1,13.5,7.3,5.9,25.5,0,0,-3.113410318,-0.777822491,-0.980426644,-0.057356924,-0.673215318,-0.060048942,-0.65576552,-0.16423882,-0.630114794,-0.560602374,-0.156136411,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=2.1_cz=13.5.log
-0.1,1.8,13.3,7.3,5.9,25.5,0,0,-3.094443201,-0.376229896,-0.773027059,-0.07374623,-0.693931933,-0.076951551,-0.682568983,-0.21258972,-0.713169508,-0.630705908,-0.199750238,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=1.8_cz=13.3.log
-0.1,1.8,13.4,7.3,5.9,25.5,0,0,-3.17944445,-0.711098097,-0.983869164,-0.070011291,-0.633023303,-0.073127505,-0.623111155,-0.200380886,-0.658935701,-0.584322252,-0.188685354,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=1.8_cz=13.4.log
-0.1,1.8,13.5,7.3,5.9,25.5,0,0,-3.13751235,-0.888928156,-1.076072973,-0.066443269,-0.575927423,-0.069465357,-0.566483398,-0.188803954,-0.608017657,-0.540839574,-0.178190877,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=-0.1_cy=1.8_cz=13.5.log
0,2,13.4,7.3,5.9,25.5,0,0,-3.185349947,-0.796385491,-0.796385491,-0.064838098,-0.695704022,-0.064838098,-0.695704022,-0.17743912,-0.636772048,-0.636772048,-0.17743912,2,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=2.0_cz=13.4.log
0,1.9,13.3,7.3,5.9,25.5,0,0,-3.123018751,-0.572799913,-0.572793638,-0.071685487,-0.724637253,-0.071685487,-0.724637253,-0.196806589,-0.680143029,-0.680143029,-0.196806589,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=1.9_cz=13.3.log
0,1.9,13.4,7.3,5.9,25.5,0,0,-3.188947462,-0.827737146,-0.827730871,-0.068132526,-0.663199004,-0.068132526,-0.663199004,-0.185809476,-0.629131486,-0.629131486,-0.185809476,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=1.9_cz=13.4.log
0,1.9,13.5,7.3,5.9,25.5,0,0,-3.13570261,-0.953673383,-0.953668363,-0.064732676,-0.603945744,-0.064732676,-0.603945744,-0.175388418,-0.581288241,-0.581288241,-0.175388418,1,Done,tetracene_a=7.3_b=5.9_theta=25.5_R3=0.0_R4=0.0_cx=0.0_cy=1.9_cz=13.5.log
